domain,founding_year,country,city,funding_stage,total_funding_usd_millions,valuation_usd_millions,revenue_arr_millions,monthly_burn_rate_millions,runway_months_2024,peak_headcount_2023,layoffs_2024_2025,current_headcount_2026,investor_tier,ai_adoption_level,acquisition_status,founding_year_age,total_funding_usd_millions_log1p,valuation_usd_millions_log1p,revenue_arr_millions_log1p,funding_per_employee,valuation_to_revenue,layoff_rate
Generative AI,2024,China,Shenzhen,Seed,9.64,90.75,3.86,0.35,21.4,30,0,30,Tier 2 (Mid-size VC),Medium,Closed,2,2.3646204839134985,4.51906748693468,1.5810384379124023,0.32133333333333336,23.510362694300518,0.0
EdTech,2014,Singapore,Singapore,Seed,0.68,11.8,0.45,0.66,0.9,49,18,31,Tier 2 (Mid-size VC),Medium,Independent,12,0.5187937934151675,2.5494451709255714,0.37156355643248307,0.021935483870967745,26.22222222222222,0.3673469387755102
ClimateTech,2019,India,Bengaluru,Seed,0.68,19.27,0.87,0.42,1.3,36,0,36,Corporate VC (e.g. Google Ventures),Medium,Independent,7,0.5187937934151675,3.0091419604639085,0.6259384308664953,0.01888888888888889,22.149425287356323,0.0
Robotics,2019,USA,Boston,Pre-IPO,295.53,2706.22,168.28,22.42,13.1,1369,402,967,Tier 2 (Mid-size VC),Low,Independent,7,5.692148393757833,7.903677557091471,5.1315541486699345,0.3056153050672182,16.081649631566435,0.293644996347699
FinTech,2021,UK,London,Series A,54.15,583.94,32.84,1.63,31.3,155,0,155,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,5,4.0100567456995115,6.371509277869235,3.521643534738023,0.34935483870967743,17.78136419001218,0.0
Robotics,2023,USA,Boston,Series B,51.74,474.79,17.5,1.87,26.3,112,0,112,"Tier 1 (e.g. Sequoia, a16z)",,Independent,3,3.965374180925141,6.16497658041386,2.917770732084279,0.4619642857142857,27.130857142857145,0.0
FinTech,2016,Japan,Kyoto,Pre-IPO,150.87,1504.24,61.74,12.63,11.9,684,0,684,Tier 2 (Mid-size VC),High,Acquired,10,5.023024891742178,7.316707632907774,4.138999202762532,0.2205701754385965,24.364107547781018,0.0
Robotics,2020,China,Hangzhou,Series A,5.47,51.74,7.52,0.41,10.7,37,0,37,Tier 3 (Angel/Seed),High,Independent,6,1.8671761085128091,3.965374180925141,2.1424163408412245,0.14783783783783783,6.880319148936171,0.0
FinTech,2020,China,Shanghai,Series B,0.0,19.4,1.85,0.74,0.0,45,0,45,Bootstrapped,,Independent,6,0.0,3.0155349008501706,1.0473189942805592,0.0,10.486486486486486,0.0
HealthTech,2021,USA,New York,Seed,3.37,27.74,1.71,0.44,6.2,26,7,19,Tier 2 (Mid-size VC),High,Independent,5,1.4747630091074988,3.358289880650879,0.9969486348916096,0.1773684210526316,16.22222222222222,0.2692307692307692
FinTech,2019,USA,Miami,Seed,4.38,24.21,1.71,0.54,6.8,51,0,51,Tier 3 (Angel/Seed),Medium,Acquired,7,1.682688374173693,3.2272407411998283,0.9969486348916096,0.08588235294117647,14.157894736842106,0.0
Robotics,2015,USA,Seattle,Series B,31.16,388.88,52.99,2.19,13.6,152,39,113,Tier 3 (Angel/Seed),Low,Closed,11,3.4707234443107655,5.9658389994690095,3.9887988442301956,0.2757522123893805,7.3387431590866194,0.2565789473684211
FinTech,2020,USA,San Francisco,Seed,5.36,44.18,1.5,0.29,13.7,25,0,25,Tier 2 (Mid-size VC),Medium,Independent,6,1.8500283773520307,3.810654511039857,0.9162907318741551,0.2144,29.453333333333333,0.0
Generative AI,2022,USA,Austin,Series C+,286.25,3106.62,116.25,6.51,43.3,594,0,594,"Tier 1 (e.g. Sequoia, a16z)",,Closed,4,5.660352916728865,8.041612438890283,4.764308407326388,0.4819023569023569,26.723612903225806,0.0
FinTech,2020,USA,New York,Series A,14.18,113.01,5.12,0.69,17.9,61,0,61,Tier 3 (Angel/Seed),High,Independent,6,2.719978771967484,4.736286163845628,1.8115620965242347,0.23245901639344263,22.072265625,0.0
Robotics,2013,China,Beijing,Series A,65.27,631.44,26.2,4.17,15.3,332,23,309,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,13,4.193737306100135,6.449585354441944,3.3032169733019514,0.21122977346278315,24.10076335877863,0.06927710843373494
FinTech,2019,USA,Austin,Seed,1.33,17.2,0.85,0.95,1.3,50,0,50,Tier 3 (Angel/Seed),Medium,Independent,7,0.8458682675776092,2.9014215940827497,0.6151856390902334,0.026600000000000002,20.235294117647058,0.0
FinTech,2023,India,Mumbai,Series B,0.0,6.81,0.42,0.15,0.0,11,5,6,Bootstrapped,High,Independent,3,0.0,2.0554049638515948,0.3506568716131694,0.0,16.214285714285715,0.45454545454545453
FinTech,2018,Israel,Jerusalem,Series C+,90.8,810.25,27.3,1.85,46.6,172,0,172,Tier 3 (Angel/Seed),Low,Independent,8,4.519612297626445,6.6985762680183,3.342861804649192,0.5279069767441861,29.67948717948718,0.0
HealthTech,2021,India,Bengaluru,Pre-IPO,44.44,162.04,8.24,1.43,29.0,113,0,113,Tier 3 (Angel/Seed),High,Independent,5,3.816392774412896,5.093995569474415,2.2235418856535927,0.3932743362831858,19.66504854368932,0.0
Generative AI,2017,UK,Cambridge,Seed,7.78,106.86,13.47,0.62,10.8,31,0,31,Tier 3 (Angel/Seed),High,Acquired,9,2.1724764076470255,4.680834089909081,2.6720775406433925,0.2509677419354839,7.933184855233852,0.0
Robotics,2024,Israel,Jerusalem,Series B,0.0,18.84,2.4,0.94,0.0,47,0,47,Bootstrapped,High,Closed,2,0.0,2.987700101856727,1.2237754316221157,0.0,7.8500000000000005,0.0
SpaceTech,2020,China,Beijing,Series B,76.56,897.85,31.14,6.61,11.4,388,190,198,Tier 3 (Angel/Seed),Medium,Independent,6,4.351051830374451,6.801116168492425,3.4701013603093664,0.38666666666666666,28.832691072575464,0.4896907216494845
Generative AI,2020,Israel,Tel Aviv,Seed,2.73,34.91,2.71,0.14,11.4,13,0,13,Tier 3 (Angel/Seed),Medium,Independent,6,1.3164082336557241,3.5810158082379915,1.3110318766193438,0.21,12.88191881918819,0.0
SpaceTech,2021,Canada,Vancouver,Seed,7.3,46.85,1.73,0.85,7.7,45,22,23,Corporate VC (e.g. Google Ventures),High,Independent,5,2.1162555148025524,3.8680711178989635,1.0043016091968684,0.3173913043478261,27.08092485549133,0.4888888888888889
HealthTech,2023,China,Shanghai,Seed,7.54,88.42,4.49,1.01,6.8,55,23,32,Tier 3 (Angel/Seed),Medium,Closed,3,2.1447610078004784,4.4933443708058345,1.7029282555214393,0.235625,19.692650334075722,0.41818181818181815
ClimateTech,2018,USA,Miami,Series A,3.41,25.19,1.99,0.15,13.6,11,2,9,Tier 3 (Angel/Seed),High,Closed,8,1.4838746894587547,3.2653776585196206,1.095273387402595,0.3788888888888889,12.658291457286433,0.18181818181818182
SpaceTech,2022,USA,Miami,Series C+,208.38,2199.29,150.62,13.06,15.8,770,161,609,Tier 3 (Angel/Seed),High,Independent,4,5.344150782891209,7.696344448840972,5.021377390628158,0.34216748768472904,14.60158013544018,0.20909090909090908
Generative AI,2020,Germany,Berlin,Seed,6.81,98.57,12.16,0.74,8.1,40,0,40,Tier 2 (Mid-size VC),High,Independent,6,2.0554049638515948,4.600860914399993,2.5771819258971713,0.17024999999999998,8.10608552631579,0.0
Generative AI,2022,China,Shenzhen,Series A,8.72,89.43,3.59,0.94,8.4,65,0,65,Tier 2 (Mid-size VC),Medium,Independent,4,2.2741856184723477,4.504576070752389,1.5238800240724537,0.13415384615384615,24.910863509749305,0.0
EdTech,2015,USA,Miami,Seed,0.64,12.2,1.55,0.29,1.6,20,11,9,Tier 2 (Mid-size VC),High,Closed,11,0.49469624183610705,2.580216829592325,0.9360933591703349,0.07111111111111111,7.870967741935483,0.55
Generative AI,2019,Germany,Munich,Series B,50.85,169.73,21.75,2.48,19.7,177,0,177,Tier 3 (Angel/Seed),Medium,Independent,7,3.948354934675536,5.140083361283142,3.1245651453969594,0.28728813559322036,7.80367816091954,0.0
Autonomous Vehicles,2020,USA,San Francisco,Series A,4.05,49.53,4.94,0.39,8.3,37,0,37,Tier 2 (Mid-size VC),Medium,Independent,6,1.6193882432872684,3.9225672193038172,1.7817091333745536,0.10945945945945945,10.026315789473683,0.0
HealthTech,2022,Israel,Jerusalem,Series B,84.03,730.37,77.67,3.7,22.1,190,0,190,Tier 2 (Mid-size VC),Medium,Acquired,4,4.443004135397701,6.594919487646816,4.365261888341151,0.44226315789473686,9.403501995622506,0.0
HealthTech,2023,Israel,Tel Aviv,Series A,9.06,100.13,16.54,1.08,7.7,59,0,59,Corporate VC (e.g. Google Ventures),,Acquired,3,2.3085671646715933,4.616406817914079,2.864483986944037,0.15355932203389833,6.0538089480048365,0.0
SpaceTech,2018,Germany,Berlin,Series B,59.12,214.47,26.47,2.66,21.4,134,0,134,Corporate VC (e.g. Google Ventures),High,Independent,8,4.0963425648847736,5.372821688716142,3.3130945001071823,0.44119402985074624,8.102380052890064,0.0
Generative AI,2016,China,Beijing,Seed,7.88,103.61,3.51,0.5,13.1,37,0,37,Tier 3 (Angel/Seed),Medium,Independent,10,2.1838015570040787,4.650239149355669,1.506297153514587,0.21297297297297296,29.51851851851852,0.0
Autonomous Vehicles,2020,UK,Cambridge,Pre-IPO,110.53,842.17,55.29,6.57,16.6,440,75,365,Corporate VC (e.g. Google Ventures),Medium,Independent,6,4.714293613006445,6.737168598406531,4.030516899475935,0.30282191780821915,15.231868330620365,0.17045454545454544
Robotics,2020,USA,San Francisco,Series C+,0.0,30.68,5.48,0.2,0.0,11,0,11,Bootstrapped,High,Independent,6,0.0,3.455685566946225,1.8687205103641833,0.0,5.598540145985401,0.0
Robotics,2018,India,Bengaluru,Seed,1.58,15.57,0.67,0.27,4.3,19,0,19,Tier 2 (Mid-size VC),High,Acquired,8,0.9477893989335261,2.8075938314384716,0.5128236264286639,0.08315789473684211,23.238805970149254,0.0
Generative AI,2020,UK,Oxford,Seed,2.07,32.85,3.68,0.49,3.5,27,12,15,Tier 3 (Angel/Seed),Medium,Independent,6,1.1216775615991057,3.521938999358284,1.5432981099295553,0.13799999999999998,8.92663043478261,0.4444444444444444
Cybersecurity,2020,USA,New York,Series C+,213.41,1847.04,149.54,4.1,50.8,393,60,333,Tier 3 (Angel/Seed),High,Independent,6,5.367890069899997,7.521880896989025,5.0142288296063855,0.6408708708708709,12.35147786545406,0.15267175572519084
FinTech,2018,USA,Austin,Seed,1.42,29.8,2.61,0.1,7.1,7,0,7,Tier 3 (Angel/Seed),Low,Independent,8,0.883767540168595,3.427514689979529,1.2837077723447896,0.20285714285714285,11.417624521072797,0.0
SpaceTech,2019,India,Bengaluru,Series A,38.25,409.09,46.21,5.19,7.2,263,112,151,Tier 3 (Angel/Seed),,Independent,7,3.6699514442284173,6.016376647804199,3.8546057345581954,0.2533112582781457,8.852845704392989,0.42585551330798477
EdTech,2013,USA,Seattle,Seed,2.37,33.01,3.39,0.71,2.9,36,0,36,"Tier 1 (e.g. Sequoia, a16z)",,Independent,13,1.2149127443642704,3.526654599019104,1.4793292270870801,0.06583333333333334,9.737463126843657,0.0
Cybersecurity,2021,India,Bengaluru,Series A,10.24,75.67,7.27,0.74,12.2,52,0,52,Tier 3 (Angel/Seed),Low,Closed,5,2.419478844465545,4.339510497570803,2.1126345090356,0.19692307692307692,10.40852819807428,0.0
Cybersecurity,2021,Israel,Tel Aviv,Series C+,67.95,636.63,71.33,4.95,13.5,312,0,312,Tier 2 (Mid-size VC),High,Independent,5,4.233381604239311,6.457758177812032,4.28123898086119,0.21778846153846154,8.92513668863031,0.0
EdTech,2023,USA,New York,Pre-IPO,194.69,1033.9,69.13,3.99,47.6,357,0,357,Corporate VC (e.g. Google Ventures),Low,Independent,3,5.276531774476115,6.942060082674128,4.250350662548819,0.5453501400560224,14.955880225661799,0.0
Cybersecurity,2020,USA,Seattle,Seed,2.39,21.92,3.02,0.61,3.4,37,0,37,Tier 3 (Angel/Seed),High,Independent,6,1.220829921392359,3.132009891846539,1.3912819026309295,0.0645945945945946,7.258278145695365,0.0
HealthTech,2020,Germany,Munich,Series B,7.55,42.62,4.07,0.58,11.1,29,0,29,Tier 2 (Mid-size VC),Medium,Independent,6,2.145931282948669,3.775515760773483,1.623340817603092,0.2603448275862069,10.47174447174447,0.0
FinTech,2014,Germany,Munich,Series A,3.37,38.08,1.38,1.03,3.0,53,0,53,Tier 2 (Mid-size VC),High,Independent,12,1.4747630091074988,3.6656108271745818,0.8671004876833833,0.06358490566037736,27.594202898550726,0.0
Generative AI,2022,USA,Austin,Series B,0.0,42.31,2.05,0.62,0.0,36,0,36,Bootstrapped,Low,Closed,4,0.0,3.7683835552265355,1.1151415906193203,0.0,20.639024390243904,0.0
Generative AI,2021,China,Hangzhou,Seed,1.42,19.44,1.9,0.4,2.8,22,0,22,Corporate VC (e.g. Google Ventures),Low,Independent,5,0.883767540168595,3.017493765335504,1.0647107369924282,0.06454545454545454,10.231578947368423,0.0
Web3/Crypto,2019,USA,Seattle,Series C+,72.97,291.1,18.37,4.11,17.3,382,204,178,Tier 2 (Mid-size VC),Medium,Closed,7,4.303659605599776,5.677096209393695,2.9637254774189046,0.4099438202247191,15.846488840500816,0.5340314136125655
HealthTech,2020,UK,Cambridge,Series A,13.25,141.35,6.16,0.89,13.4,47,12,35,Tier 2 (Mid-size VC),,Independent,6,2.6567569067146595,4.958288813724047,1.9685099809725544,0.37857142857142856,22.94642857142857,0.2553191489361702
Cybersecurity,2016,USA,San Francisco,Series A,13.25,162.37,30.03,0.5,22.1,38,0,38,Tier 3 (Angel/Seed),,Closed,10,2.6567569067146595,5.096017567038417,3.434954478460289,0.34868421052631576,5.406926406926407,0.0
Generative AI,2018,China,Hangzhou,Series C+,974.51,7116.75,883.26,40.1,24.2,2079,0,2079,Tier 2 (Mid-size VC),High,Closed,8,6.882960411163878,8.870346943227993,6.784751137040586,0.46873977873977873,8.057367026696555,0.0
Generative AI,2021,USA,Miami,Seed,7.99,46.74,5.97,0.53,12.7,28,0,28,Tier 3 (Angel/Seed),High,Independent,5,2.196112848483529,3.865769620910684,1.9416152247724325,0.28535714285714286,7.8291457286432165,0.0
Generative AI,2020,Germany,Berlin,Series B,109.24,1098.31,63.37,8.51,12.7,490,194,296,Corporate VC (e.g. Google Ventures),Low,Independent,6,4.7026598072653485,7.002437989241342,4.164647686064525,0.36905405405405406,17.331702698437745,0.39591836734693875
Web3/Crypto,2020,China,Shanghai,Seed,2.24,24.16,2.11,0.21,7.2,11,9,2,Tier 3 (Angel/Seed),Medium,Closed,6,1.1755733298042381,3.22525543183224,1.1346227261911428,1.12,11.450236966824646,0.8181818181818182
HealthTech,2023,USA,Boston,Series B,33.56,220.63,9.5,1.58,20.0,111,0,111,Tier 3 (Angel/Seed),Medium,Independent,3,3.542696943935855,5.401009324771582,2.3513752571634776,0.30234234234234236,23.22421052631579,0.0
Cybersecurity,2022,Israel,Tel Aviv,Seed,1.05,9.78,0.53,0.44,1.9,25,0,25,Tier 2 (Mid-size VC),Medium,Independent,4,0.7178397931503169,2.377692565480851,0.4252677354043441,0.042,18.452830188679243,0.0
Autonomous Vehicles,2021,China,Shanghai,Series C+,239.69,2285.0,106.41,10.29,23.1,886,197,689,Tier 3 (Angel/Seed),Medium,Independent,5,5.4835097984336745,7.734558844354756,4.676653287609955,0.34788098693759073,21.473545719387275,0.22234762979683972
ClimateTech,2020,USA,Austin,Seed,0.4,24.18,4.46,0.19,1.4,18,7,11,Tier 2 (Mid-size VC),High,Independent,6,0.33647223662121295,3.2260500286162013,1.6974487897568136,0.03636363636363637,5.42152466367713,0.3888888888888889
Generative AI,2018,USA,Miami,Series C+,214.66,750.83,44.43,10.49,20.3,718,0,718,Tier 3 (Angel/Seed),,Independent,8,5.373703093453926,6.622510234563774,3.816172679771312,0.29896935933147634,16.89916722934954,0.0
HealthTech,2020,India,Hyderabad,Series A,22.23,197.99,11.58,1.35,15.3,106,0,106,Corporate VC (e.g. Google Ventures),High,Closed,6,3.145444546782318,5.293254572205575,2.5321082512722946,0.2097169811320755,17.097582037996546,0.0
HealthTech,2022,USA,San Francisco,Series A,14.98,156.41,23.53,0.74,17.8,58,21,37,Tier 3 (Angel/Seed),Medium,Independent,4,2.7713379403381286,5.05885386636673,3.199896858270398,0.4048648648648649,6.6472588185295365,0.3620689655172414
SpaceTech,2020,USA,Miami,Pre-IPO,235.56,2150.67,73.06,12.08,19.3,909,0,909,Tier 3 (Angel/Seed),Low,Independent,6,5.466201875544222,7.673999563798111,4.304875575485466,0.25914191419141913,29.437038050917053,0.0
Web3/Crypto,2020,USA,Miami,Series B,28.87,181.49,7.93,1.76,15.5,121,80,41,Tier 2 (Mid-size VC),Low,Closed,6,3.3968546322280186,5.206695377000724,2.189416394888408,0.7041463414634147,22.886506935687265,0.6611570247933884
Generative AI,2019,China,Shanghai,Series B,116.61,442.12,19.89,4.39,26.0,244,0,244,Corporate VC (e.g. Google Ventures),,Independent,7,4.7673740658629455,6.093840613724849,3.0392705755684744,0.47790983606557375,22.228255404725992,0.0
Generative AI,2021,India,Bengaluru,Series B,116.44,1020.48,57.58,6.16,18.6,538,0,538,Tier 3 (Angel/Seed),High,Independent,5,4.765927564866206,6.929007835015589,4.070393341399587,0.21643122676579926,17.72282042375825,0.0
ClimateTech,2019,USA,New York,Pre-IPO,284.52,1331.95,85.03,14.31,19.7,1132,333,799,Tier 3 (Angel/Seed),High,Independent,7,5.654312079181905,7.19514981009787,4.454696072633257,0.3560951188986233,15.664471363048337,0.2941696113074205
Generative AI,2019,Germany,Munich,Series A,0.0,6.34,0.28,0.25,0.0,22,0,22,Bootstrapped,Medium,Independent,7,0.0,1.9933388426264242,0.2468600779315258,0.0,22.64285714285714,0.0
Robotics,2018,USA,Boston,Seed,0.31,14.65,0.52,0.82,0.3,50,23,27,Tier 3 (Angel/Seed),High,Acquired,8,0.27002713721306015,2.750470916986162,0.41871033485818504,0.011481481481481481,28.173076923076923,0.46
FinTech,2020,China,Hangzhou,Series C+,58.04,249.4,15.79,1.61,33.9,111,0,111,Tier 2 (Mid-size VC),Medium,Independent,6,4.078215180292217,5.523059639225943,2.8207834710894493,0.5228828828828829,15.79480683977201,0.0
HealthTech,2020,China,Beijing,Series A,3.59,18.9,3.06,0.69,4.5,43,0,43,Tier 2 (Mid-size VC),Low,Independent,6,1.5238800240724537,2.990719731730447,1.4011829736136414,0.08348837209302325,6.1764705882352935,0.0
Generative AI,2015,USA,New York,Series A,45.52,352.88,14.25,2.83,15.5,188,58,130,Tier 2 (Mid-size VC),High,Independent,11,3.839882327650464,5.868957872615185,2.7245795030534206,0.3501538461538462,24.763508771929825,0.30851063829787234
HealthTech,2020,China,Shanghai,Seed,8.65,55.01,3.46,0.86,9.0,60,35,25,Tier 2 (Mid-size VC),Medium,Closed,6,2.2669579153508947,4.025530246221741,1.4951487660319727,0.34600000000000003,15.898843930635838,0.5833333333333334
ClimateTech,2021,UK,London,Series B,11.54,86.53,5.27,0.71,14.2,67,17,50,Tier 2 (Mid-size VC),Low,Closed,5,2.5289235352047745,4.471981591744346,1.8357763546448294,0.23079999999999998,16.41935483870968,0.2537313432835821
ClimateTech,2017,China,Beijing,Seed,1.08,22.98,1.02,0.42,2.1,39,15,24,Tier 2 (Mid-size VC),Medium,Independent,9,0.7323678937132266,3.177220149599368,0.7030975114131134,0.045000000000000005,22.529411764705884,0.38461538461538464
EdTech,2021,France,Lyon,Series B,16.6,168.96,6.02,0.57,24.8,49,0,49,Tier 2 (Mid-size VC),,Independent,5,2.8678989020441064,5.135563115246611,1.9487632180377197,0.33877551020408164,28.066445182724255,0.0
FinTech,2018,USA,San Francisco,Seed,0.0,17.23,0.69,0.3,0.0,28,13,15,Bootstrapped,Low,Acquired,8,0.0,2.9030685886905716,0.5247285289349821,0.0,24.971014492753625,0.4642857142857143
Generative AI,2017,Singapore,Singapore,Seed,12.5,49.56,4.33,0.33,29.1,30,0,30,Tier 3 (Angel/Seed),Medium,Acquired,9,2.6026896854443837,3.923160749838602,1.673351238177753,0.4166666666666667,11.445727482678985,0.0
ClimateTech,2021,Canada,Vancouver,Pre-IPO,991.81,5271.83,996.78,25.01,39.5,1974,590,1384,Tier 3 (Angel/Seed),,Independent,5,6.900539306361829,8.57032249929902,6.905532811129038,0.7166257225433526,5.288860129617368,0.2988855116514691
Generative AI,2022,China,Beijing,Series B,46.08,306.85,33.46,2.15,20.5,205,0,205,Tier 2 (Mid-size VC),High,Independent,4,3.851848282392076,5.729612651357219,3.5397992310997837,0.22478048780487805,9.17065152420801,0.0
Web3/Crypto,2021,USA,Miami,Series A,13.13,118.23,4.08,1.21,10.0,67,52,15,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),5,2.6483001966964363,4.78105440081804,1.6253112615903906,0.8753333333333334,28.977941176470587,0.7761194029850746
SpaceTech,2019,Canada,Toronto,Seed,2.21,15.9,0.62,0.26,6.1,17,0,17,Tier 3 (Angel/Seed),Low,Independent,7,1.1662709371419244,2.8273136219290276,0.4824261492442927,0.13,25.64516129032258,0.0
SpaceTech,2022,UK,Oxford,Seed,1.39,24.84,1.85,0.12,6.3,7,4,3,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),4,0.8712933659434193,3.2519236789144013,1.0473189942805592,0.4633333333333333,13.427027027027027,0.5714285714285714
Cybersecurity,2023,USA,Seattle,Seed,4.06,24.24,2.26,0.22,12.7,20,1,19,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired,3,1.6213664832993742,3.228430037673012,1.1817271953786161,0.21368421052631578,10.725663716814159,0.05
Generative AI,2021,USA,Austin,Series B,39.06,376.42,14.61,2.25,16.6,118,0,118,Tier 2 (Mid-size VC),High,Independent,5,3.6903783302376723,5.93335862570095,2.7479117345273405,0.3310169491525424,25.76454483230664,0.0
ClimateTech,2020,USA,Boston,Seed,5.25,43.71,4.89,0.35,11.7,21,0,21,Tier 2 (Mid-size VC),Low,Independent,6,1.8325814637483102,3.800197190245889,1.7732559976634952,0.25,8.938650306748468,0.0
Robotics,2014,USA,Seattle,Series A,5.07,62.57,2.39,0.88,5.2,44,25,19,Tier 3 (Angel/Seed),Low,Acquired (Fire Sale),12,1.803358605071407,4.152141660948318,1.220829921392359,0.26684210526315794,26.17991631799163,0.5681818181818182
Autonomous Vehicles,2018,India,Delhi NCR,Seed,1.94,27.33,3.24,0.56,2.9,47,0,47,Tier 3 (Angel/Seed),High,Acquired,8,1.0784095813505903,3.3439213138424253,1.4445632692438664,0.04127659574468085,8.435185185185183,0.0
Robotics,2022,USA,Miami,Series A,4.69,68.12,6.77,0.76,5.5,42,17,25,Tier 3 (Angel/Seed),Medium,Independent,4,1.7387102481382397,4.2358441244958005,2.050270164379556,0.18760000000000002,10.062038404726737,0.40476190476190477
Robotics,2014,China,Beijing,Series A,4.06,40.72,6.03,0.4,8.1,39,19,20,Tier 2 (Mid-size VC),High,Independent,12,1.6213664832993742,3.7309806301325716,1.9501867058225735,0.20299999999999999,6.75290215588723,0.48717948717948717
HealthTech,2019,USA,New York,Series A,1.78,27.04,1.03,0.69,2.3,44,22,22,Tier 2 (Mid-size VC),High,Independent,7,1.0224509277025458,3.3336320621663895,0.708035793053696,0.08090909090909092,26.25242718446602,0.5
FinTech,2012,USA,Austin,Seed,1.84,32.22,1.7,0.2,6.1,18,0,18,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,14,1.0438040521731147,3.503152104185149,0.9932517730102833,0.10222222222222223,18.95294117647059,0.0
